num,text,0,1,2,3,4,5,6,7,8,9
29,I need some retail therapy,0.20199999999999999,0.175,0.298,0.08800000000000001,0.0,0.105,0.0,0.079,0.026000000000000002,0.026000000000000002
30,Easy ways to set your table for Thanksgiving,0.0,0.079,0.193,0.281,0.0,0.193,0.0,0.08800000000000001,0.053,0.114
31,Keep calm and save the earth,0.045,0.376,0.135,0.075,0.045,0.023,0.075,0.113,0.045,0.068
32,Haunted House Costume Party,0.18,0.15,0.12,0.14300000000000002,0.075,0.14300000000000002,0.12,0.023,0.023,0.023
33,EMPIRE STATE of MIND,0.12,0.12,0.17300000000000001,0.068,0.0,0.098,0.21100000000000002,0.188,0.0,0.023
34,Keep nature wild.,0.0,0.218,0.14300000000000002,0.165,0.0,0.12,0.068,0.12,0.09,0.075
35,Must-have camping gear for backpackers,0.175,0.16699999999999998,0.16699999999999998,0.053,0.08800000000000001,0.053,0.026000000000000002,0.079,0.14,0.053
36,• 2 parts Coffee Liquor• 5 parts Vodka• 3 part Fresh Cream,0.099,0.066,0.29600000000000004,0.066,0.02,0.099,0.105,0.039,0.059000000000000004,0.151
37,Class of 2016,0.14,0.316,0.114,0.0,0.105,0.0,0.026000000000000002,0.132,0.053,0.114
38,2nd Annual Holiday Potluck & Gift Exchange,0.14300000000000002,0.195,0.188,0.068,0.0,0.113,0.045,0.075,0.023,0.15
39,Kwanzaa Side Dishes,0.0,0.151,0.11800000000000001,0.21100000000000002,0.132,0.145,0.059000000000000004,0.145,0.02,0.02
40,The best way to honor the fallen is to remember their sacrifices,0.135,0.17300000000000001,0.368,0.023,0.0,0.158,0.045,0.098,0.0,0.0
41,All at once summer collapsed into fall.,0.039,0.105,0.02,0.257,0.0,0.11800000000000001,0.132,0.145,0.079,0.105
42,DIY Prom Dress under $50,0.023,0.15,0.21100000000000002,0.023,0.023,0.316,0.09,0.12,0.045,0.0
43,Learn to Sew,0.0,0.14,0.114,0.175,0.053,0.105,0.053,0.053,0.254,0.053
44,Decorating Ideas For Your Urban Modern Life,0.02,0.132,0.16399999999999998,0.17800000000000002,0.066,0.19699999999999998,0.079,0.02,0.086,0.059000000000000004
45,Beach Destinations for Relaxing Winter Escapes,0.09,0.15,0.271,0.12,0.09,0.113,0.023,0.023,0.075,0.045
46,"Travel far enough, you meet yourself.",0.14,0.175,0.184,0.175,0.0,0.16699999999999998,0.053,0.0,0.053,0.053
47,Fan for 27 years #STRENGTHINNUMBERS,0.026000000000000002,0.08800000000000001,0.40399999999999997,0.053,0.026000000000000002,0.193,0.079,0.026000000000000002,0.053,0.053
48,Don’t live life in the past lane.,0.15,0.165,0.135,0.248,0.023,0.045,0.075,0.135,0.023,0.0
49,"A teacher presents the past, reveals the present, and creates the future.",0.045,0.12,0.113,0.218,0.075,0.24100000000000002,0.045,0.075,0.023,0.045
50,Knit Doctor Tutorials,0.045,0.15,0.165,0.12,0.0,0.045,0.068,0.12,0.165,0.12
51,"Save the Date: April 10, 2016",0.086,0.184,0.086,0.105,0.066,0.11800000000000001,0.132,0.145,0.0,0.079
52,Labor Day Sales Not To Be Missed,0.114,0.228,0.079,0.254,0.0,0.193,0.079,0.0,0.053,0.0
53,“One thing about ‘Star Wars’ that I’m really proud of is that it expands the imagination.”,0.075,0.14300000000000002,0.165,0.075,0.045,0.158,0.075,0.098,0.045,0.12
54,TRAVEL LIGHT,0.188,0.263,0.068,0.045,0.075,0.14300000000000002,0.0,0.0,0.195,0.023
55,Scream Factory!,0.195,0.24100000000000002,0.098,0.218,0.0,0.023,0.113,0.09,0.023,0.0
56,JUST FOCUS ON YOUR GOALS,0.026000000000000002,0.193,0.16699999999999998,0.281,0.08800000000000001,0.0,0.079,0.14,0.026000000000000002,0.0
57,LET’S ESCAPE TO A GALAXY FAR FAR AWAY,0.075,0.12,0.098,0.218,0.075,0.113,0.098,0.09,0.068,0.045
58,"Discover Samarkand, Uzbekistan",0.099,0.105,0.151,0.039,0.0,0.184,0.125,0.171,0.039,0.086
59,Who said flying kites were only for kids?,0.026000000000000002,0.105,0.21899999999999997,0.114,0.0,0.193,0.08800000000000001,0.08800000000000001,0.079,0.08800000000000001
60,Email us attravel@spark.comwith the following: • WHERE you want to go • WHO you will take • WHY you deserve it,0.16699999999999998,0.132,0.316,0.053,0.026000000000000002,0.026000000000000002,0.14,0.053,0.0,0.08800000000000001
61,LET IT SNOW!,0.075,0.188,0.14300000000000002,0.195,0.045,0.12,0.045,0.12,0.068,0.0
62,More Listening,0.053,0.105,0.254,0.175,0.053,0.14,0.053,0.14,0.026000000000000002,0.0
63,"dear mom, you raised a good kid.",0.0,0.271,0.045,0.113,0.165,0.068,0.15,0.045,0.045,0.098
64,Can we pretend that airplanes in the night sky are like shooting stars?,0.075,0.218,0.09,0.248,0.045,0.21100000000000002,0.0,0.045,0.0,0.068
65,chin up buttercup!,0.12,0.135,0.248,0.233,0.045,0.075,0.0,0.075,0.068,0.0
66,Paws Rescue,0.023,0.0,0.17300000000000001,0.14300000000000002,0.0,0.068,0.218,0.188,0.12,0.068
67,Miami Music Festival,0.08800000000000001,0.105,0.114,0.342,0.053,0.053,0.0,0.14,0.026000000000000002,0.079
68,How to Knit a Scarf,0.023,0.14300000000000002,0.12,0.218,0.098,0.218,0.09,0.045,0.0,0.045
69,Love & Light Happy Holidays,0.19699999999999998,0.02,0.184,0.276,0.11800000000000001,0.059000000000000004,0.0,0.0,0.039,0.105
70,Tired of all the snow & need some sunshine?,0.165,0.12,0.28600000000000003,0.068,0.0,0.165,0.0,0.075,0.023,0.098
71,"Let us remember: One book, one pen, one child, and one teacher can change the world.",0.0,0.14300000000000002,0.188,0.045,0.0,0.218,0.12,0.14300000000000002,0.068,0.075
72,Must Haves for a Beach Day Getaway,0.105,0.066,0.086,0.21100000000000002,0.0,0.23,0.02,0.086,0.158,0.039
73,20% Off Winter is Coming Sale,0.039,0.23,0.29600000000000004,0.079,0.0,0.02,0.105,0.171,0.02,0.039
74,the world is too beautiful to stay at one place.,0.068,0.023,0.0,0.376,0.075,0.21100000000000002,0.0,0.068,0.09,0.09
75,Creative ways to eat avocadoes,0.132,0.08800000000000001,0.43,0.08800000000000001,0.0,0.158,0.0,0.053,0.026000000000000002,0.026000000000000002
76,Self Care Beauty Tips,0.08800000000000001,0.175,0.105,0.20199999999999999,0.105,0.16699999999999998,0.053,0.053,0.026000000000000002,0.026000000000000002
77,10 Perfect Recipes for #NationalSoupMonth,0.15,0.165,0.113,0.271,0.12,0.068,0.068,0.045,0.0,0.0
78,Rainy Day Flash Sale!,0.08800000000000001,0.228,0.0,0.193,0.0,0.21899999999999997,0.053,0.08800000000000001,0.026000000000000002,0.105
79,I'm very font of you because you are just my type.,0.15,0.165,0.098,0.113,0.0,0.09,0.14300000000000002,0.098,0.098,0.045
80,Post Graduation Roadtrip,0.045,0.15,0.203,0.075,0.0,0.188,0.075,0.218,0.045,0.0
81,BLACK FRIDAY,0.0,0.066,0.16399999999999998,0.039,0.02,0.105,0.28300000000000003,0.322,0.0,0.0
82,A simple 'I Love You' means more than money.,0.0,0.098,0.09,0.165,0.195,0.09,0.075,0.165,0.045,0.075
83,Grilled Elote Recipe,0.08800000000000001,0.263,0.079,0.228,0.026000000000000002,0.184,0.053,0.053,0.0,0.026000000000000002
84,Road trip license plate map,0.218,0.075,0.436,0.0,0.0,0.045,0.113,0.09,0.023,0.0
85,night out,0.039,0.132,0.105,0.079,0.105,0.079,0.191,0.21100000000000002,0.039,0.02
86,3 Key Dates You Should Know for Black History Month,0.068,0.195,0.316,0.165,0.045,0.068,0.045,0.075,0.0,0.023
87,Simple Tastes. Simple Pleasures.,0.098,0.12,0.24100000000000002,0.075,0.0,0.165,0.09,0.075,0.113,0.023
88,Memorial Day Sale,0.053,0.08800000000000001,0.289,0.24600000000000002,0.0,0.079,0.026000000000000002,0.193,0.026000000000000002,0.0
89,6 Ingredient Apple Muffin Recipe,0.16399999999999998,0.125,0.105,0.217,0.0,0.25,0.02,0.059000000000000004,0.0,0.059000000000000004
90,Yellow in environmental design,0.0,0.316,0.14,0.193,0.0,0.14,0.053,0.0,0.079,0.079
91,50% Off All Items,0.14300000000000002,0.226,0.12,0.09,0.0,0.113,0.09,0.15,0.068,0.0
92,arugula & smoked salmon summer salad,0.045,0.15,0.195,0.226,0.09,0.113,0.045,0.068,0.023,0.045
93,20 cocktail recipes,0.08800000000000001,0.20199999999999999,0.079,0.289,0.0,0.105,0.053,0.026000000000000002,0.079,0.079
94,Street styles,0.14300000000000002,0.15,0.045,0.195,0.09,0.12,0.023,0.14300000000000002,0.068,0.023
95,"Night Photography Workshop Thursday, May 24th, 9–11PM RSVP:snapievents.com/tickets",0.24100000000000002,0.17300000000000001,0.24100000000000002,0.045,0.068,0.188,0.0,0.023,0.0,0.023
96,Couples Spa Treatments from $299,0.195,0.075,0.18,0.09,0.023,0.248,0.045,0.12,0.023,0.0
97,"I am not a magician, but I can stop time.",0.026000000000000002,0.307,0.24600000000000002,0.08800000000000001,0.026000000000000002,0.053,0.0,0.079,0.08800000000000001,0.08800000000000001
98,Love is a four-legged word.,0.12,0.15,0.165,0.24100000000000002,0.068,0.0,0.0,0.045,0.045,0.165
99,DARE TO JUMP,0.15,0.023,0.18,0.271,0.0,0.023,0.135,0.195,0.023,0.0
100,Food Donations Drive,0.053,0.175,0.114,0.08800000000000001,0.053,0.079,0.105,0.14,0.053,0.14
101,"To all the mothers, grandmothers, stepmothers, aunts, aunties. You are ALL kinds of amazing.",0.138,0.066,0.237,0.11800000000000001,0.132,0.059000000000000004,0.039,0.039,0.132,0.039
102,Fast FAFSA Guide,0.075,0.226,0.135,0.098,0.045,0.165,0.09,0.075,0.068,0.023
103,To love oneself is the beginning of a lifelong romance. Oscar Wilde,0.045,0.135,0.075,0.12,0.14300000000000002,0.218,0.075,0.0,0.09,0.098
104,"I may be wearing makeup, but I can throw a fastball by you at the same time.",0.0,0.195,0.023,0.165,0.098,0.12,0.045,0.14300000000000002,0.068,0.14300000000000002
105,36 Family-Fun Fitness Activities,0.125,0.16399999999999998,0.29600000000000004,0.105,0.0,0.11800000000000001,0.02,0.066,0.02,0.086
106,HAPPY BIRTHDAY,0.0,0.023,0.12,0.248,0.0,0.165,0.0,0.218,0.18,0.045
107,say yes to new adventures,0.0,0.316,0.079,0.114,0.053,0.053,0.16699999999999998,0.193,0.026000000000000002,0.0
108,35% off,0.14,0.08800000000000001,0.21899999999999997,0.193,0.0,0.0,0.105,0.228,0.026000000000000002,0.0
109,Moscow guidebook,0.195,0.075,0.188,0.15,0.0,0.188,0.0,0.09,0.068,0.045
110,Movie Ticket,0.099,0.191,0.125,0.151,0.171,0.11800000000000001,0.105,0.0,0.02,0.02
111,Brunch Pals & Tax Returns,0.263,0.218,0.14300000000000002,0.045,0.045,0.218,0.023,0.0,0.023,0.023
112,Making Boutonnières for Prom,0.023,0.15,0.098,0.12,0.068,0.203,0.0,0.098,0.0,0.24100000000000002
113,HAPPY MID-AUTUMN FESTIVAL,0.15,0.09,0.188,0.24100000000000002,0.0,0.14300000000000002,0.0,0.12,0.045,0.023
114,Rainbow Unicyclers Meetup. 1st Saturday Every Month at 9 AM. Spark Park,0.21100000000000002,0.15,0.271,0.12,0.023,0.18,0.0,0.023,0.0,0.023
115,"Beat the traffic jam, commute with pals.",0.075,0.316,0.188,0.023,0.045,0.165,0.12,0.045,0.0,0.023
116,Donut love,0.0,0.175,0.14,0.08800000000000001,0.026000000000000002,0.053,0.053,0.21899999999999997,0.026000000000000002,0.21899999999999997
117,GOT ICE?,0.0,0.188,0.188,0.17300000000000001,0.075,0.023,0.12,0.098,0.09,0.045
118,Southwestern Desert Living,0.175,0.193,0.20199999999999999,0.114,0.0,0.132,0.0,0.079,0.105,0.0
119,MODEL SHIP,0.099,0.191,0.191,0.171,0.105,0.079,0.039,0.086,0.02,0.02
120,Deck Your Social Media Profiles!,0.184,0.026000000000000002,0.175,0.175,0.0,0.254,0.053,0.026000000000000002,0.053,0.053
121,UNDERGRADUATE DEGREE Program Requirements Course Descriptions Alumni Network Program Advisors,0.113,0.263,0.263,0.098,0.0,0.045,0.075,0.14300000000000002,0.0,0.0
122,Thailand BANGKOK,0.0,0.316,0.079,0.16699999999999998,0.0,0.16699999999999998,0.079,0.08800000000000001,0.053,0.053
123,Emmys Party,0.023,0.135,0.075,0.098,0.12,0.12,0.023,0.17300000000000001,0.068,0.165
124,Beaumont Interiors,0.045,0.17300000000000001,0.045,0.098,0.21100000000000002,0.045,0.045,0.098,0.068,0.17300000000000001
125,Jardin Brook,0.08800000000000001,0.08800000000000001,0.105,0.21899999999999997,0.14,0.026000000000000002,0.114,0.079,0.026000000000000002,0.114
126,Travel makes one modest. You see what a tiny place you occupy in the world. - Gustave Flaubert -,0.138,0.066,0.204,0.16399999999999998,0.0,0.105,0.0,0.086,0.237,0.0
127,Open: M–F 11am–2:30pm 5pm–10pm,0.16699999999999998,0.316,0.158,0.114,0.053,0.026000000000000002,0.08800000000000001,0.026000000000000002,0.053,0.0
128,I hope yule have a merry Christmas!,0.16699999999999998,0.105,0.08800000000000001,0.193,0.228,0.0,0.0,0.026000000000000002,0.08800000000000001,0.105
129,Write Your First Business Plan,0.175,0.21899999999999997,0.272,0.08800000000000001,0.0,0.08800000000000001,0.105,0.026000000000000002,0.0,0.026000000000000002
130,Money Management,0.09,0.15,0.28600000000000003,0.12,0.0,0.045,0.045,0.17300000000000001,0.068,0.023
131,Contemporary cuisine | Nightly-Changing menu | Partnership with Fresh Farms,0.14300000000000002,0.165,0.075,0.075,0.12,0.14300000000000002,0.068,0.12,0.045,0.045
132,Bastille Day Block Party,0.023,0.165,0.098,0.17300000000000001,0.045,0.24100000000000002,0.068,0.068,0.075,0.045
133,We’ll be closed from 12/24 to 1/1. See you in the New Year!,0.14,0.114,0.079,0.175,0.0,0.175,0.053,0.105,0.079,0.079
134,"Oct 10, 2016 Applewood Orchard",0.105,0.114,0.16699999999999998,0.254,0.0,0.16699999999999998,0.0,0.079,0.0,0.114
135,"In a gentle way, you can shake the world.",0.023,0.226,0.165,0.15,0.0,0.18,0.023,0.045,0.068,0.12
136,Enjoy the Last Bit of Summer!,0.15,0.12,0.045,0.28600000000000003,0.0,0.18,0.023,0.098,0.075,0.023
137,Kindness is contagious,0.171,0.079,0.23,0.066,0.066,0.191,0.039,0.0,0.02,0.138
138,City Lights Holiday Sale,0.098,0.195,0.068,0.12,0.0,0.113,0.165,0.14300000000000002,0.023,0.075
139,why do we fall,0.08800000000000001,0.08800000000000001,0.193,0.193,0.026000000000000002,0.079,0.0,0.079,0.16699999999999998,0.08800000000000001
140,Quiet Reflections in Prague Czech Trip 2018,0.075,0.12,0.09,0.135,0.075,0.17300000000000001,0.075,0.12,0.0,0.135
141,HAPPY EASTER!,0.0,0.14,0.193,0.14,0.08800000000000001,0.193,0.0,0.16699999999999998,0.026000000000000002,0.053
142,ADVENTURE,0.045,0.075,0.045,0.165,0.098,0.12,0.165,0.165,0.12,0.0
143,A girl with kaleidoscope eyes,0.0,0.20199999999999999,0.158,0.193,0.0,0.16699999999999998,0.08800000000000001,0.026000000000000002,0.053,0.114
144,Be the First to Know!,0.14,0.08800000000000001,0.24600000000000002,0.21899999999999997,0.0,0.114,0.105,0.0,0.08800000000000001,0.0
145,How to turn craftsmanship into successful career,0.24100000000000002,0.195,0.24100000000000002,0.12,0.0,0.158,0.0,0.0,0.0,0.045
146,Creating Patterns,0.045,0.12,0.045,0.34600000000000003,0.075,0.098,0.09,0.0,0.09,0.09
147,Into the mystic,0.0,0.20199999999999999,0.105,0.21899999999999997,0.14,0.026000000000000002,0.0,0.175,0.079,0.053
148,"If plan A doesn't work, the alphabet has 25 more letters — 204 if you are in Japan.",0.023,0.09,0.195,0.098,0.075,0.21100000000000002,0.12,0.075,0.0,0.113
149,25% off everything online and in-store,0.0,0.316,0.165,0.068,0.0,0.12,0.12,0.165,0.045,0.0
150,"Wherever you go, go with all your heart.",0.023,0.165,0.271,0.075,0.098,0.068,0.075,0.045,0.045,0.135
151,Europe Day,0.023,0.195,0.113,0.098,0.023,0.256,0.068,0.075,0.0,0.15
152,Senior Prom,0.114,0.08800000000000001,0.24600000000000002,0.14,0.16699999999999998,0.079,0.08800000000000001,0.053,0.0,0.026000000000000002
153,Spring Cleaning in 3 Easy Steps,0.15,0.075,0.21100000000000002,0.135,0.0,0.098,0.045,0.12,0.09,0.075
154,"Family reunion Dallas, May 15th",0.039,0.23,0.191,0.151,0.079,0.066,0.066,0.079,0.079,0.02
155,Fresh breakfast,0.075,0.075,0.233,0.32299999999999995,0.0,0.158,0.023,0.023,0.045,0.045
156,Gilded Leaf Co.,0.045,0.12,0.263,0.098,0.21100000000000002,0.045,0.0,0.075,0.023,0.12
157,Apply to work with us this summersterlingcooper.com/intern,0.32299999999999995,0.165,0.18,0.12,0.0,0.09,0.0,0.075,0.045,0.0
158,Branding is the art of differentiation.,0.045,0.12,0.14300000000000002,0.195,0.09,0.195,0.0,0.09,0.045,0.075
159,A NEW YEAR A FRESH START 365 NEW DAYS 365 NEW CHALLENGES FEEL THE FEAR AND DO IT ANYWAYS,0.14300000000000002,0.15,0.218,0.075,0.0,0.188,0.023,0.09,0.113,0.0
160,Ideas for EASTER Celebration,0.0,0.15,0.045,0.248,0.09,0.195,0.09,0.023,0.068,0.09
161,Succulent Planter Workshop,0.079,0.066,0.191,0.171,0.0,0.23,0.059000000000000004,0.145,0.059000000000000004,0.0
162,Hang Ten Brah!,0.09,0.226,0.075,0.14300000000000002,0.045,0.113,0.0,0.045,0.218,0.045
163,Special Edition Yoga Workshop With Tamra,0.113,0.195,0.14300000000000002,0.226,0.0,0.188,0.023,0.023,0.0,0.09
164,Environmental modern art installations,0.0,0.114,0.132,0.08800000000000001,0.0,0.228,0.14,0.24600000000000002,0.053,0.0
165,Naughty or Nice?,0.045,0.15,0.21100000000000002,0.075,0.14300000000000002,0.09,0.068,0.075,0.045,0.098
166,Top 5 Glasses YT Review,0.098,0.14300000000000002,0.045,0.14300000000000002,0.0,0.308,0.045,0.15,0.023,0.045
167,Ocean Sunsets,0.0,0.263,0.145,0.11800000000000001,0.086,0.079,0.11800000000000001,0.171,0.02,0.0
168,2017 Children’s Hospital Benefit Raffle,0.02,0.145,0.322,0.125,0.0,0.059000000000000004,0.079,0.145,0.039,0.066
169,Don’t hate Just skate,0.059000000000000004,0.171,0.125,0.349,0.0,0.099,0.039,0.059000000000000004,0.039,0.059000000000000004
170,You are invited to Richard’s Housewarming Party,0.184,0.0,0.171,0.257,0.02,0.099,0.059000000000000004,0.086,0.0,0.125
171,"Behind every great man, is a woman pushing him.",0.09,0.12,0.188,0.113,0.075,0.195,0.0,0.075,0.12,0.023
172,What’s in my bag while abroad?,0.045,0.17300000000000001,0.18,0.248,0.075,0.165,0.0,0.045,0.045,0.023
173,Thrifty Hippie,0.08800000000000001,0.228,0.14,0.053,0.053,0.026000000000000002,0.193,0.16699999999999998,0.053,0.0
174,thinking of you,0.14,0.114,0.079,0.21899999999999997,0.026000000000000002,0.105,0.026000000000000002,0.0,0.114,0.175
175,GAME NIGHT,0.045,0.098,0.17300000000000001,0.28600000000000003,0.0,0.113,0.12,0.165,0.0,0.0
176,Thank you for all the love,0.12,0.0,0.203,0.188,0.12,0.195,0.0,0.0,0.023,0.15
177,Murder Mystery Dinner,0.12,0.15,0.045,0.135,0.0,0.165,0.165,0.17300000000000001,0.0,0.045
178,Blacksmith Workshop,0.045,0.098,0.21100000000000002,0.075,0.0,0.0,0.188,0.195,0.0,0.188
179,HOW TO BOOST YOUR PRODUCTIVITY,0.098,0.17300000000000001,0.113,0.14300000000000002,0.023,0.068,0.226,0.135,0.0,0.023
180,America is a tune. It must be sung together.,0.045,0.248,0.165,0.271,0.0,0.158,0.0,0.068,0.045,0.0
181,Mrs Silva for being our mentor and for all your patience and support. Class 3B,0.068,0.165,0.24100000000000002,0.075,0.0,0.14300000000000002,0.023,0.15,0.045,0.09
182,4 WEEKS TO 5K CHALLENGE,0.105,0.066,0.25,0.276,0.039,0.145,0.059000000000000004,0.039,0.0,0.02
183,Happy Canada Day,0.12,0.195,0.278,0.14300000000000002,0.0,0.068,0.075,0.023,0.023,0.075
184,8 GREAT REASONS WHY YOUR BUSINESS NEEDS A BLOG,0.218,0.218,0.218,0.14300000000000002,0.0,0.135,0.0,0.045,0.023,0.0
185,Super Bowl Party,0.0,0.105,0.053,0.263,0.053,0.053,0.193,0.228,0.053,0.0
186,Ready to Flamingle,0.0,0.15,0.09,0.195,0.12,0.068,0.068,0.068,0.098,0.14300000000000002
187,"Every love story is beautiful, but ours is my favorite.",0.023,0.068,0.075,0.28600000000000003,0.226,0.045,0.0,0.12,0.045,0.113
188,Winter Symphony December 18-31Wintersymphony.com/tickets,0.151,0.145,0.171,0.191,0.039,0.16399999999999998,0.02,0.039,0.02,0.059000000000000004
189,When: April 25 Where: New Union Time: 12–4 PM,0.15,0.195,0.233,0.195,0.045,0.135,0.045,0.0,0.0,0.0
190,Love how you want to love and love who you please.,0.0,0.17300000000000001,0.09,0.233,0.165,0.09,0.0,0.0,0.15,0.098
191,Join us for Friendsgiving!,0.026000000000000002,0.105,0.114,0.175,0.053,0.114,0.228,0.132,0.026000000000000002,0.026000000000000002
192,Purchase tickets at Will Call,0.17300000000000001,0.218,0.113,0.0,0.0,0.21100000000000002,0.045,0.24100000000000002,0.0,0.0
193,Hello March,0.14300000000000002,0.15,0.14300000000000002,0.165,0.045,0.14300000000000002,0.0,0.0,0.113,0.098
194,Basic woodworking projects,0.075,0.165,0.165,0.075,0.0,0.21100000000000002,0.165,0.14300000000000002,0.0,0.0
195,25 Easter Egg Ideas,0.12,0.075,0.113,0.075,0.023,0.24100000000000002,0.09,0.12,0.045,0.098
196,3 secrets to delicious miso ramen,0.075,0.18,0.195,0.098,0.0,0.158,0.075,0.098,0.0,0.12
197,Joyous Kwanzaa!,0.02,0.105,0.27,0.105,0.132,0.125,0.02,0.039,0.125,0.059000000000000004
198,Apple Harvest Festival,0.045,0.045,0.075,0.248,0.045,0.12,0.023,0.12,0.068,0.21100000000000002
199,BRIANNA'S ICE CREAM SOCIAL,0.151,0.171,0.099,0.184,0.066,0.0,0.039,0.125,0.059000000000000004,0.105
200,Love is evergreen,0.19699999999999998,0.039,0.125,0.25,0.184,0.039,0.0,0.02,0.059000000000000004,0.086
201,I <3 U,0.08800000000000001,0.08800000000000001,0.281,0.193,0.053,0.079,0.16699999999999998,0.0,0.053,0.0
202,50 GRADUATION photo ideas,0.079,0.105,0.257,0.257,0.0,0.145,0.0,0.099,0.0,0.059000000000000004
203,"People born in the Year of the Dog are friendly, honest, loyal, and responsible.",0.023,0.098,0.12,0.12,0.045,0.331,0.0,0.075,0.09,0.098
204,DIY gifts of pamper that won’t break the bank,0.075,0.17300000000000001,0.098,0.263,0.068,0.135,0.045,0.098,0.023,0.023
205,Happy New Year!,0.0,0.08800000000000001,0.079,0.342,0.026000000000000002,0.16699999999999998,0.053,0.16699999999999998,0.053,0.026000000000000002
206,I Can Count a Million ways you’ve helped me,0.053,0.08800000000000001,0.079,0.16699999999999998,0.175,0.281,0.0,0.079,0.026000000000000002,0.053
207,SPARK YOUR SIDE-HUSTLE MEETUP,0.15,0.098,0.263,0.24100000000000002,0.0,0.158,0.045,0.045,0.0,0.0
208,Opening CeremonyAugust 5th,0.026000000000000002,0.026000000000000002,0.20199999999999999,0.14,0.105,0.193,0.053,0.14,0.026000000000000002,0.08800000000000001
209,FEST IVAL,0.053,0.14,0.175,0.132,0.08800000000000001,0.105,0.08800000000000001,0.053,0.114,0.053
210,Feline Loved,0.0,0.226,0.09,0.24100000000000002,0.045,0.113,0.15,0.113,0.023,0.0
211,Books are the doorway to wonderful new worlds.,0.075,0.15,0.188,0.218,0.068,0.098,0.045,0.045,0.023,0.09
212,Mother’s Day Bundle Sale,0.045,0.195,0.165,0.068,0.15,0.023,0.14300000000000002,0.12,0.0,0.09
213,XOCOLATL spicy chili + creamy vanilla,0.066,0.16399999999999998,0.145,0.191,0.0,0.099,0.066,0.099,0.105,0.066
